19 0 0 0.0043975017
19 0 1 0.0046173045
19 1 1 0.0048551764
19 2 1 0.005037191
19 3 1 0.005308088
19 4 1 0.0054041944
19 5 1 0.0054562856
19 6 1 0.005557161
19 7 1 0.0056164763
19 8 1 0.005729447
19 9 1 0.0058246693
19 10 1 0.005907905
19 11 1 0.0059819897
19 12 1 0.006047707
19 13 1 0.0061213146
19 14 1 0.0062142634
19 15 1 0.006263094
19 16 1 0.0063263644
19 17 0 0.006373587
19 17 1 0.006418859
19 18 1 0.0065168478
19 19 1 0.006593885
19 20 1 0.0066524297
19 21 1 0.0067550447
19 22 0 0.0068292217
19 22 1 0.006851883
19 23 0 0.006918326
19 23 1 0.0069257147
19 24 0 0.0069799307
19 24 1 0.0070110243
19 25 1 0.007129029
19 26 1 0.0072467895
19 27 1 0.0073801135
19 28 0 0.007399543
19 28 1 0.0074395086
19 29 0 0.0074805347
19 29 1 0.00753888
19 30 0 0.0076095234
19 30 1 0.0075997626
19 31 1 0.0077414955
19 32 0 0.0077770967
19 32 1 0.007807984
19 33 0 0.007878396
19 33 1 0.007940777
19 34 0 0.008056653
19 34 1 0.008013196
19 35 0 0.008149094
19 35 1 0.008204161
19 36 0 0.008263987
19 36 1 0.008265971
19 37 0 0.0083136335
19 37 1 0.008335806
19 38 0 0.008418612
19 38 1 0.008417298
19 39 0 0.008488166
19 39 1 0.008485903
19 40 0 0.008567367
19 40 1 0.008598664
19 41 0 0.008676805
19 41 1 0.008777796
19 42 1 0.00884214
19 43 1 0.008953145
19 44 1 0.009083563
19 45 1 0.009194164
19 46 1 0.009309047
19 47 1 0.009423575
19 48 1 0.009551685
19 49 1 0.009662077
19 50 1 0.009825194
19 51 1 0.009927245
19 52 1 0.010050206
19 53 1 0.010186223
19 54 1 0.010392262
19 55 1 0.01053599
19 56 1 0.010668188
19 57 1 0.010803636
19 58 1 0.010969594
19 59 1 0.01106601
19 60 1 0.011230297
19 61 0 0.011285604
19 61 1 0.011289393
19 62 0 0.011361605
19 62 1 0.011380491
19 63 0 0.011518321
19 63 1 0.011499731
19 64 0 0.011712564
19 64 1 0.01160695
19 65 0 0.011790566
19 65 1 0.011745019
19 66 0 0.011923356
19 67 0 0.012027205
19 67 1 0.011995024
19 68 0 0.012105327
19 69 0 0.012222946
19 69 1 0.012195162
19 69 2 0.012201974
19 70 0 0.012337793
19 70 1 0.012316855
19 71 0 0.012474449
19 71 1 0.01249842
19 72 0 0.012557679
19 72 1 0.012607451
19 72 2 0.012562895
19 73 0 0.012698172
19 73 1 0.012714712
19 73 2 0.012662379
19 74 0 0.012825867
19 74 1 0.012869309
19 75 0 0.013117126
19 75 1 0.012985492
