13 0 0.0047981297 0.003730464 0.0041242596 0.004126083
13 1 0.004839779 0.0040947916 0.0045046005 0.0044995723
13 2 0.0049937977 0.0045749517 0.0048022415 0.00480254
13 3 0.0051963525 0.00471586 0.0049581807 0.0049610836
13 4 0.0053339223 0.0048855045 0.0051304586 0.0051371786
13 5 0.0054911887 0.005044197 0.005292893 0.0053056246
13 6 0.0055692173 0.005231851 0.005429672 0.005434437
13 7 0.0056978078 0.005435538 0.0055477084 0.0055483226
13 8 0.0057400162 0.0055241496 0.005649806 0.005649183
13 9 0.0058060666 0.0056441394 0.0057191383 0.005719421
13 10 0.005893502 0.00567847 0.0057774764 0.0057771234
13 11 0.00596843 0.0057320306 0.005857382 0.0058582094
13 12 0.0060684267 0.0058074403 0.005939439 0.0059403745
13 13 0.0061728116 0.0058866655 0.00602745 0.006029917
13 14 0.0062782294 0.0059855822 0.0061231577 0.006122878
13 15 0.0063734134 0.0061047017 0.00624119 0.0062409444
13 16 0.0064651947 0.0062181815 0.00635061 0.0063540265
13 17 0.006532982 0.006298091 0.0064262934 0.0064274753
13 18 0.006608693 0.006390327 0.0065035257 0.0065039606
13 19 0.0067296186 0.0064399773 0.0065739546 0.006574268
13 20 0.0068297237 0.0064937393 0.0066693225 0.0066685146
13 21 0.0069113523 0.0066184984 0.006774001 0.006773727
13 22 0.007010185 0.0067622936 0.0068794503 0.0068822205
13 23 0.007106729 0.0068115834 0.0069687823 0.006970875
13 24 0.007199251 0.0068860864 0.0070552863 0.0070556346
13 25 0.0073150448 0.006988897 0.0071521755 0.007152457
13 26 0.007397836 0.0071063996 0.007261864 0.0072609037
13 27 0.007482981 0.007201088 0.007365625 0.007367864
13 28 0.007582742 0.0072804494 0.0074508325 0.0074511273
13 29 0.007715325 0.0073901652 0.0075517017 0.007553867
13 30 0.0077790464 0.0074719912 0.007650067 0.007650599
13 31 0.007901924 0.007563465 0.00774684 0.007749428
13 32 0.008004463 0.007668022 0.007844212 0.007849118
13 33 0.0080782315 0.0077689164 0.007931194 0.007932814
13 34 0.008208013 0.0077993996 0.008041267 0.008046195
13 35 0.008316074 0.007992672 0.008169191 0.008173279
13 36 0.008459166 0.008067834 0.008267036 0.008273319
13 37 0.008585273 0.008206753 0.008398546 0.008401533
13 38 0.008698526 0.008324098 0.008515831 0.008520532
13 39 0.008826299 0.008373721 0.008625571 0.008628732
13 40 0.008922038 0.008498812 0.008749143 0.008751444
13 41 0.009018414 0.008650999 0.008876322 0.008881738
13 42 0.009212857 0.008738285 0.008978682 0.008984388
13 43 0.009275557 0.008880695 0.009102174 0.00910187
13 44 0.009421939 0.008977801 0.009225055 0.009229274
13 45 0.009505166 0.009083889 0.009345374 0.009352395
13 46 0.009614184 0.009179912 0.009461612 0.009470284
13 47 0.009777896 0.009303452 0.009569353 0.009571394
13 48 0.009926819 0.009419264 0.009714414 0.009722558
13 49 0.010074185 0.00958355 0.0098530445 0.009861873
13 50 0.0102122985 0.00975786 0.009986402 0.009989355
13 51 0.010292316 0.009848468 0.010151762 0.010161971
13 52 0.010452296 0.010015606 0.010252433 0.010261826
13 53 0.010590181 0.010071126 0.010372839 0.010384
13 54 0.010711099 0.010159026 0.010484997 0.0104907565
13 55 0.010843966 0.0103665935 0.010633648 0.01064208
13 56 0.010971971 0.010430757 0.010765889 0.01076765
13 57 0.011174234 0.010567619 0.01090787 0.010919209
13 58 0.0113102 0.010667747 0.011062174 0.011067959
13 59 0.011448805 0.010952616 0.01123075 0.011246992
13 60 0.011552098 0.010998325 0.011337391 0.011343938
13 61 0.011653559 0.011155008 0.011486778 0.011506356
13 62 0.011892633 0.011268009 0.011589637 0.011600439
13 63 0.012014082 0.011423438 0.0117580015 0.01177317
13 64 0.012159465 0.011512719 0.011893025 0.011899285
13 65 0.012289169 0.011667596 0.012078514 0.012095179
13 66 0.012519435 0.011878196 0.012210913 0.012217882
13 67 0.012622933 0.011886648 0.012358574 0.01237076
13 68 0.012761145 0.012118576 0.012535417 0.012555491
13 69 0.012912514 0.012301707 0.012659732 0.012674488
13 70 0.013027903 0.012429278 0.012807896 0.012822755
13 71 0.013159419 0.012555164 0.012923829 0.012940509
13 72 0.013264136 0.012615998 0.013064566 0.013084595
13 73 0.013465579 0.0127162915 0.013185149 0.013207316
13 74 0.013598666 0.012905163 0.013339903 0.013354819
13 75 0.013741603 0.012950452 0.013493184 0.013513539
13 76 0.013917479 0.012969769 0.013651749 0.013671827
13 77 0.014042641 0.013219492 0.013835332 0.013856662
13 78 0.014234583 0.013387852 0.013948846 0.013974715
13 79 0.014377801 0.01349592 0.014088001 0.0141108325
13 80 0.014469681 0.0137326885 0.014254003 0.014281306
13 81 0.014581981 0.013852958 0.014366657 0.014399331
13 82 0.014827865 0.013834809 0.014479145 0.0145053025
13 83 0.014997154 0.014120869 0.014641079 0.014661984
13 84 0.015144324 0.014094067 0.0148328785 0.014852351
13 85 0.015276911 0.014531386 0.015010864 0.015039074
13 86 0.0154908495 0.0146669885 0.015162799 0.015195423
13 87 0.015684118 0.014661249 0.015325464 0.015347039
13 88 0.015860515 0.014884937 0.015522805 0.015557629
13 89 0.016125849 0.015187168 0.015733942 0.015762469
13 90 0.016389724 0.015306106 0.015941901 0.015962373
13 91 0.016495945 0.015345379 0.016194234 0.016227497
13 92 0.01666046 0.015778458 0.016376525 0.016415717
13 93 0.016857129 0.015846055 0.016506912 0.016546959
13 94 0.016980082 0.01595266 0.016679699 0.016714985
13 95 0.017109582 0.016229963 0.016852139 0.01689617
13 96 0.017254494 0.016313354 0.016984234 0.017025713
13 97 0.017449541 0.016504504 0.017123172 0.017163727
13 98 0.01759169 0.01658762 0.017301627 0.01734424
13 99 0.01777817 0.016782947 0.017426776 0.0174715
13 100 0.017926563 0.0167463 0.01760642 0.017653845
13 101 0.018100308 0.01695154 0.017770777 0.017826144
13 102 0.018274402 0.017058864 0.017940689 0.01799062
13 103 0.018667875 0.017367238 0.018105801 0.01815036
13 104 0.018875614 0.017531548 0.018455891 0.018496186
